iter	MultiClass
218	0.02755772374
219	0.02730517518
220	0.02712754769
221	0.02694732745
222	0.02668829473
223	0.02636365432
224	0.02616561826
225	0.02584817585
226	0.02568002072
227	0.02538455586
228	0.02515545291
229	0.0251033686
230	0.02479716646
231	0.02466565791
232	0.02444813583
233	0.02424686322
234	0.02405555398
235	0.02383903527
236	0.02363769452
237	0.02341127359
238	0.02327481049
239	0.0229867011
240	0.02278581609
241	0.02265601111
242	0.02235324781
243	0.02218935015
244	0.02184609306
245	0.02154015689
246	0.02125869537
247	0.02106189358
248	0.02077203487
249	0.02055106396
250	0.02021835703
251	0.01996712579
252	0.01979404184
253	0.01967146662
254	0.01957077355
255	0.01941046145
256	0.01925994865
257	0.01903144336
258	0.01880266794
259	0.01867918782
260	0.01857631203
261	0.01841016771
262	0.01828489947
263	0.01808144877
264	0.01801619395
265	0.01792412253
266	0.01780154887
267	0.0176736548
268	0.01754749923
269	0.01741075062
270	0.01731604705
271	0.01713387972
272	0.01699768313
273	0.01685970744
274	0.01674736336
275	0.0165902667
276	0.01645242375
277	0.01638808523
278	0.0163109425
279	0.0161879441
280	0.01602549336
281	0.01595154663
282	0.01577933121
283	0.0156692218
284	0.01549387561
285	0.01542071693
286	0.01525464057
287	0.01508428251
288	0.01497872744
289	0.01489060998
290	0.01479781958
291	0.01470171664
292	0.01456454993
293	0.01445213318
294	0.0143246351
295	0.01420180196
296	0.01411614411
297	0.0140562791
298	0.01392217973
299	0.01381174291
300	0.01373469178
301	0.01364862238
302	0.01353598943
303	0.01344636899
304	0.01336267143
305	0.01329849995
306	0.0132269251
307	0.01313629604
308	0.01308544509
309	0.01299306083
310	0.0129089745
311	0.01282766119
312	0.01273947537
313	0.0126621801
314	0.01257035576
315	0.01250699415
316	0.01245190266
317	0.01234967732
318	0.01229000122
319	0.01223376867
320	0.01211317148
321	0.01199922746
322	0.01191350749
323	0.01183110048
324	0.01175963177
325	0.01168858665
326	0.01162312961
327	0.01152712352
328	0.01146247849
329	0.0113612141
330	0.01126634056
331	0.0112002578
332	0.01108628381
333	0.0110243843
334	0.0109579899
335	0.01091918266
336	0.0108347643
337	0.01078201942
338	0.01069958016
339	0.01059639331
340	0.01054158959
341	0.01048061603
342	0.01043511297
343	0.01036855516
344	0.01030044305
345	0.01021647217
346	0.01015870451
347	0.0101148095
348	0.01004702391
349	0.009950744534
350	0.009873355905
351	0.009826186746
352	0.00977431567
353	0.009735528523
354	0.009651063068
355	0.00959085388
356	0.00951851113
357	0.009434085944
358	0.009354453344
359	0.009311909079
360	0.009246507102
361	0.009202858857
362	0.009154579394
363	0.009099778715
364	0.009022905762
365	0.008965188879
366	0.008918367995
367	0.008849869371
368	0.008814955651
369	0.008802043165
370	0.008733993811
371	0.008688384712
372	0.008652852308
373	0.008611267251
374	0.00854673708
375	0.008501223536
376	0.008461575249
377	0.008403366355
378	0.008343181436
379	0.008304694334
380	0.008263070997
381	0.008212347861
382	0.008184100937
383	0.00814223188
384	0.008099939639
385	0.008055368984
386	0.008016813217
387	0.007960592658
388	0.007928243215
389	0.007897859904
390	0.00787873133
391	0.007864606435
392	0.007821544075
393	0.007779184017
394	0.007738559197
395	0.007711573197
396	0.007667010195
397	0.007611282682
398	0.007537756036
399	0.007486820043
